GISJOIN,YEAR,STUSAB,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,UAA,URA,CD116A,SLDU18A,SLDL18A,VTD,VTDI,ZCTAA,SDELMA,SDSECA,SDUNIA,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,UGA,U7L001,U7L002,U7L003,U7L004,U7L005,U7L006,U7L007,U7L008,U7L009,U7L010,U7L011,U7L012,U7L013,U7L014,U7L015,U7L016,U7L017
"G2500090211202","2020","MA","1400000US25009211202","25009211202","1","1","Massachusetts","25","Essex County","009",,,,,,,"211202",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00704","1730057","19108","2112.02","Census Tract 2112.02","S","+42.5651965","-070.9433558","CT",,3830,3693,3405,76,0,61,0,30,121,137,29,5,0,0,1,59,43
"G2500090211300","2020","MA","1400000US25009211300","25009211300","1","1","Massachusetts","25","Essex County","009",,,,,,,"211300",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00704","8303286","27226","2113","Census Tract 2113","S","+42.5851105","-070.9328714","CT",,6916,6665,6239,47,4,171,0,22,182,251,58,5,0,3,0,81,104
"G2500090211401","2020","MA","1400000US25009211401","25009211401","1","1","Massachusetts","25","Essex County","009",,,,,,,"211401",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00704","7815548","92959","2114.01","Census Tract 2114.01","S","+42.5771863","-070.9817163","CT",,4261,3976,3421,137,10,142,0,33,233,285,74,16,2,0,4,92,97
"G2500090211402","2020","MA","1400000US25009211402","25009211402","1","1","Massachusetts","25","Essex County","009",,,,,,,"211402",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00704","10504903","1181648","2114.02","Census Tract 2114.02","S","+42.5776492","-070.9566523","CT",,6442,6167,5647,161,5,119,0,35,200,275,64,9,4,2,0,73,123
"G2500090212101","2020","MA","1400000US25009212101","25009212101","1","1","Massachusetts","25","Essex County","009",,,,,,,"212101",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00704","20571308","575203","2121.01","Census Tract 2121.01","S","+42.6136944","-071.0052311","CT",,5047,4450,3984,139,4,146,0,38,139,597,18,13,9,1,0,481,75
"G2500090212102","2020","MA","1400000US25009212102","25009212102","1","1","Massachusetts","25","Essex County","009",,,,,,,"212102",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00704","14256626","2121499","2121.02","Census Tract 2121.02","S","+42.6007185","-071.0308226","CT",,4732,4607,4256,29,3,185,0,30,104,125,11,2,2,0,0,34,76
"G2500090213100","2020","MA","1400000US25009213100","25009213100","1","1","Massachusetts","25","Essex County","009",,,,,,,"213100",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00703","61019586","2199361","2131","Census Tract 2131","S","+42.6831075","-071.0271876","CT",,8203,7930,7200,48,3,225,1,70,383,273,62,1,4,3,0,62,141
"G2500090214100","2020","MA","1400000US25009214100","25009214100","1","1","Massachusetts","25","Essex County","009",,,,,,,"214100",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00704","30817077","2337435","2141","Census Tract 2141","S","+42.6413870","-070.9433833","CT",,6569,6299,5911,43,4,118,0,27,196,270,35,1,7,0,1,25,201
"G2500090215101","2020","MA","1400000US25009215101","25009215101","1","1","Massachusetts","25","Essex County","009",,,,,,,"215101",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00704","20918730","1031120","2151.01","Census Tract 2151.01","S","+42.6179432","-070.8360834","CT",,4622,4497,4023,48,7,256,0,14,149,125,26,0,2,4,0,19,74
"G2500090215102","2020","MA","1400000US25009215102","25009215102","1","1","Massachusetts","25","Essex County","009",,,,,,,"215102",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00704","15799227","878721","2151.02","Census Tract 2151.02","S","+42.6332661","-070.8812824","CT",,2939,2867,2696,8,0,54,0,9,100,72,22,3,0,0,1,5,41
"G2500090216100","2020","MA","1400000US25009216100","25009216100","1","1","Massachusetts","25","Essex County","009",,,,,,,"216100",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00704","19836197","1249348","2161","Census Tract 2161","S","+42.6006684","-070.8832599","CT",,4979,4752,4354,84,3,198,2,16,95,227,118,15,5,0,2,18,69
"G2500090217101","2020","MA","1400000US25009217101","25009217101","1","1","Massachusetts","25","Essex County","009",,,,,,,"217101",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","6436917","301398","2171.01","Census Tract 2171.01","S","+42.5763528","-070.8643000","CT",,4797,4484,4037,92,0,129,3,10,213,313,59,8,4,3,0,91,148
"G2500090217102","2020","MA","1400000US25009217102","25009217102","1","1","Massachusetts","25","Essex County","009",,,,,,,"217102",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","4903086","398229","2171.02","Census Tract 2171.02","S","+42.5848388","-070.8957263","CT",,3029,2852,2487,95,2,127,0,17,124,177,39,1,8,5,1,53,70
"G2500090217201","2020","MA","1400000US25009217201","25009217201","1","1","Massachusetts","25","Essex County","009",,,,,,,"217201",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","2787731","6823","2172.01","Census Tract 2172.01","S","+42.5620689","-070.8994910","CT",,4237,3975,3640,98,0,70,0,20,147,262,71,8,3,5,0,82,93
"G2500090217202","2020","MA","1400000US25009217202","25009217202","1","1","Massachusetts","25","Essex County","009",,,,,,,"217202",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","1692412","520611","2172.02","Census Tract 2172.02","S","+42.5496229","-070.8984776","CT",,3586,3461,3220,52,0,63,0,12,114,125,16,8,1,0,0,34,66
"G2500090217300","2020","MA","1400000US25009217300","25009217300","1","1","Massachusetts","25","Essex County","009",,,,,,,"217300",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","2423813","94025","2173","Census Tract 2173","S","+42.5633966","-070.8848884","CT",,5281,4476,3682,227,2,174,1,41,349,805,175,20,7,0,0,297,306
"G2500090217401","2020","MA","1400000US25009217401","25009217401","1","1","Massachusetts","25","Essex County","009",,,,,,,"217401",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","321287","0","2174.01","Census Tract 2174.01","S","+42.5488441","-070.8813148","CT",,2423,2235,1896,92,1,62,5,41,138,188,44,8,0,0,0,48,88
"G2500090217402","2020","MA","1400000US25009217402","25009217402","1","1","Massachusetts","25","Essex County","009",,,,,,,"217402",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","767215","612514","2174.02","Census Tract 2174.02","S","+42.5423286","-070.8831274","CT",,3409,3203,2832,110,7,57,0,32,165,206,48,6,3,2,0,67,80
"G2500090217500","2020","MA","1400000US25009217500","25009217500","1","1","Massachusetts","25","Essex County","009",,,,,,,"217500",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","2537719","1030700","2175","Census Tract 2175","S","+42.5505703","-070.8675812","CT",,6420,6093,5648,89,6,90,0,30,230,327,81,13,7,5,1,101,119
"G2500090217601","2020","MA","1400000US25009217601","25009217601","1","1","Massachusetts","25","Essex County","009",,,,,,,"217601",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","5988093","208094","2176.01","Census Tract 2176.01","S","+42.5710673","-070.8481649","CT",,4732,4601,4312,23,2,84,0,25,155,131,40,1,0,1,0,22,67
"G2500090217602","2020","MA","1400000US25009217602","25009217602","1","1","Massachusetts","25","Essex County","009",,,,,,,"217602",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","11552005","10035621","2176.02","Census Tract 2176.02","S","+42.5543276","-070.8236609","CT",,4756,4593,4357,38,7,73,1,62,55,163,21,1,0,1,0,107,33
"G2500090218100","2020","MA","1400000US25009218100","25009218100","1","1","Massachusetts","25","Essex County","009",,,,,,,"218100",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","23904339","3206997","2181","Census Tract 2181","S","+42.5766364","-070.7671544","CT",,5395,5275,5034,7,1,57,0,27,149,120,31,0,3,0,0,20,66
"G2500090220101","2020","MA","1400000US25009220101","25009220101","1","1","Massachusetts","25","Essex County","009",,,,,,,"220101",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","9739625","3758685","2201.01","Census Tract 2201.01","S","+42.6406993","-070.6202498","CT",,4014,3896,3741,14,0,26,0,28,87,118,20,1,1,6,0,22,68
"G2500090220102","2020","MA","1400000US25009220102","25009220102","1","1","Massachusetts","25","Essex County","009",,,,,,,"220102",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","8358411","417536","2201.02","Census Tract 2201.02","S","+42.6672238","-070.6307805","CT",,2978,2924,2771,36,0,41,0,8,68,54,4,0,0,2,0,7,41
"G2500090221100","2020","MA","1400000US25009221100","25009221100","1","1","Massachusetts","25","Essex County","009",,,,,,,"221100",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","14454575","2231707","2211","Census Tract 2211","S","+42.6592229","-070.6536898","CT",,4348,4257,4069,15,0,23,0,12,138,91,16,4,1,0,2,12,56
"G2500090221300","2020","MA","1400000US25009221300","25009221300","1","1","Massachusetts","25","Essex County","009",,,,,,,"221300",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","9413987","3861408","2213","Census Tract 2213","S","+42.6064939","-070.6400440","CT",,4406,4293,4119,10,2,49,0,25,88,113,17,8,2,1,0,13,72
"G2500090221400","2020","MA","1400000US25009221400","25009221400","1","1","Massachusetts","25","Essex County","009",,,,,,,"221400",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","1160605","75043","2214","Census Tract 2214","S","+42.6215076","-070.6571946","CT",,3415,3198,2867,52,4,35,9,47,184,217,30,7,12,0,0,91,77
"G2500090221500","2020","MA","1400000US25009221500","25009221500","1","1","Massachusetts","25","Essex County","009",,,,,,,"221500",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","814716","359651","2215","Census Tract 2215","S","+42.6130794","-070.6621115","CT",,3117,2807,2482,43,10,71,0,60,141,310,55,8,8,0,0,154,85
"G2500090221600","2020","MA","1400000US25009221600","25009221600","1","1","Massachusetts","25","Essex County","009",,,,,,,"221600",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","975440","79562","2216","Census Tract 2216","S","+42.6232675","-070.6723908","CT",,2641,2352,2044,76,7,19,5,67,134,289,49,4,4,1,1,158,72
"G2500090221700","2020","MA","1400000US25009221700","25009221700","1","1","Massachusetts","25","Essex County","009",,,,,,,"221700",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","902505","94392","2217","Census Tract 2217","S","+42.6158246","-070.6739846","CT",,2878,2721,2463,27,7,49,0,43,132,157,20,3,10,0,1,74,49
"G2500090221800","2020","MA","1400000US25009221800","25009221800","1","1","Massachusetts","25","Essex County","009",,,,,,,"221800",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","1613872","484493","2218","Census Tract 2218","S","+42.6288499","-070.6858747","CT",,1773,1745,1666,11,0,18,0,0,50,28,5,0,0,0,0,10,13
"G2500090221901","2020","MA","1400000US25009221901","25009221901","1","1","Massachusetts","25","Essex County","009",,,,,,,"221901",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","17104740","1749399","2219.01","Census Tract 2219.01","S","+42.6016627","-070.7028958","CT",,3490,3412,3232,22,0,43,0,9,106,78,18,0,5,0,0,14,41
"G2500090221902","2020","MA","1400000US25009221902","25009221902","1","1","Massachusetts","25","Essex County","009",,,,,,,"221902",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00706","21411588","5055952","2219.02","Census Tract 2219.02","S","+42.6328453","-070.7140276","CT",,3661,3558,3314,38,3,25,2,16,160,103,23,3,0,0,0,32,45
"G2500090222100","2020","MA","1400000US25009222100","25009222100","1","1","Massachusetts","25","Essex County","009",,,,,,,"222100",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00704","36161510","5384240","2221","Census Tract 2221","S","+42.6404513","-070.7711646","CT",,3675,3574,3398,16,0,35,0,13,112,101,33,2,1,3,0,25,37
"G2500090223100","2020","MA","1400000US25009223100","25009223100","1","1","Massachusetts","25","Essex County","009",,,,,,,"223100",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00704","44821269","15633567","2231","Census Tract 2231","S","+42.7059618","-070.8132771","CT",,4149,4040,3844,35,0,37,0,13,111,109,31,4,0,2,0,16,56
"G2500090223200","2020","MA","1400000US25009223200","25009223200","1","1","Massachusetts","25","Essex County","009",,,,,,,"223200",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00704","3627520","251322","2232","Census Tract 2232","S","+42.6757304","-070.8220067","CT",,3747,3618,3320,24,0,79,0,38,157,129,34,3,11,0,4,35,42
"G2500090223300","2020","MA","1400000US25009223300","25009223300","1","1","Massachusetts","25","Essex County","009",,,,,,,"223300",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00704","34702126","746872","2233","Census Tract 2233","S","+42.6725193","-070.8908183","CT",,5889,5719,5387,23,3,99,1,43,163,170,32,5,7,0,0,31,95
"G2500090250100","2020","MA","1400000US25009250100","25009250100","1","1","Massachusetts","25","Essex County","009",,,,,,,"250100",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","852256","198746","2501","Census Tract 2501","S","+42.7054006","-071.1581972","CT",,3753,914,604,139,5,60,0,59,47,2839,305,121,40,5,0,1651,717
"G2500090250200","2020","MA","1400000US25009250200","25009250200","1","1","Massachusetts","25","Essex County","009",,,,,,,"250200",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","1456654","21771","2502","Census Tract 2502","S","+42.7062117","-071.1839672","CT",,6764,1199,834,148,11,68,0,58,80,5565,465,177,150,8,2,3390,1373
"G2500090250300","2020","MA","1400000US25009250300","25009250300","1","1","Massachusetts","25","Essex County","009",,,,,,,"250300",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","500275","21867","2503","Census Tract 2503","S","+42.7122643","-071.1779023","CT",,2905,243,117,63,8,24,0,6,25,2662,234,78,54,6,0,1442,848
"G2500090250400","2020","MA","1400000US25009250400","25009250400","1","1","Massachusetts","25","Essex County","009",,,,,,,"250400",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","322704","5102","2504","Census Tract 2504","S","+42.7170924","-071.1743747","CT",,4070,390,238,76,6,6,0,40,24,3680,324,178,39,4,3,2307,825
"G2500090250500","2020","MA","1400000US25009250500","25009250500","1","1","Massachusetts","25","Essex County","009",,,,,,,"250500",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","300558","3894","2505","Census Tract 2505","S","+42.7169313","-071.1693673","CT",,4357,191,111,31,1,3,1,23,21,4166,397,209,38,10,1,2564,947
"G2500090250600","2020","MA","1400000US25009250600","25009250600","1","1","Massachusetts","25","Essex County","009",,,,,,,"250600",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","659027","0","2506","Census Tract 2506","S","+42.7200992","-071.1626479","CT",,6250,736,516,126,2,16,0,35,41,5514,460,291,79,2,0,3474,1208
"G2500090250700","2020","MA","1400000US25009250700","25009250700","1","1","Massachusetts","25","Essex County","009",,,,,,,"250700",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","628799","12292","2507","Census Tract 2507","S","+42.7151498","-071.1530988","CT",,5574,590,369,110,14,28,0,45,24,4984,445,180,178,4,9,3228,940
"G2500090250800","2020","MA","1400000US25009250800","25009250800","1","1","Massachusetts","25","Essex County","009",,,,,,,"250800",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","2070595","184817","2508","Census Tract 2508","S","+42.7152352","-071.1434934","CT",,9069,2164,1571,317,18,92,2,91,73,6905,568,203,106,13,4,4488,1523
"G2500090250900","2020","MA","1400000US25009250900","25009250900","1","1","Massachusetts","25","Essex County","009",,,,,,,"250900",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","155813","5873","2509","Census Tract 2509","S","+42.7119763","-071.1545889","CT",,2255,108,56,14,2,7,1,18,10,2147,227,92,34,3,0,1379,412
"G2500090251000","2020","MA","1400000US25009251000","25009251000","1","1","Massachusetts","25","Essex County","009",,,,,,,"251000",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","325775","4615","2510","Census Tract 2510","S","+42.7112825","-071.1590246","CT",,1895,197,127,42,5,5,0,7,11,1698,200,68,37,8,2,1116,267
"G2500090251100","2020","MA","1400000US25009251100","25009251100","1","1","Massachusetts","25","Essex County","009",,,,,,,"251100",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","353920","8223","2511","Census Tract 2511","S","+42.7128878","-071.1694073","CT",,3018,504,431,39,0,8,1,12,13,2514,252,98,20,2,2,1331,809
"G2500090251200","2020","MA","1400000US25009251200","25009251200","1","1","Massachusetts","25","Essex County","009",,,,,,,"251200",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","213207","0","2512","Census Tract 2512","S","+42.7091504","-071.1672343","CT",,1474,155,107,18,0,3,0,10,17,1319,139,37,5,1,0,741,396
"G2500090251300","2020","MA","1400000US25009251300","25009251300","1","1","Massachusetts","25","Essex County","009",,,,,,,"251300",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","582455","83658","2513","Census Tract 2513","S","+42.7008297","-071.1716455","CT",,3893,373,195,100,0,36,0,16,26,3520,328,121,38,6,3,2035,989
"G2500090251400","2020","MA","1400000US25009251400","25009251400","1","1","Massachusetts","25","Essex County","009",,,,,,,"251400",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","788503","103419","2514","Census Tract 2514","S","+42.6986480","-071.1801339","CT",,5520,847,514,179,8,62,0,39,45,4673,376,160,159,7,2,2972,997
"G2500090251500","2020","MA","1400000US25009251500","25009251500","1","1","Massachusetts","25","Essex County","009",,,,,,,"251500",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","2286506","310621","2515","Census Tract 2515","S","+42.6905116","-071.1763565","CT",,7275,1363,833,196,8,226,2,45,53,5912,579,195,59,11,9,3677,1382
"G2500090251600","2020","MA","1400000US25009251600","25009251600","1","1","Massachusetts","25","Essex County","009",,,,,,,"251600",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","1451063","190762","2516","Census Tract 2516","S","+42.7000210","-071.1513911","CT",,7164,1199,777,113,0,189,0,40,80,5965,633,247,64,12,3,3572,1434
"G2500090251700","2020","MA","1400000US25009251700","25009251700","1","1","Massachusetts","25","Essex County","009",,,,,,,"251700",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","2505183","127595","2517","Census Tract 2517","S","+42.6894433","-071.1449129","CT",,5809,1527,913,159,0,323,0,52,80,4282,386,191,40,20,6,2705,934
"G2500090251800","2020","MA","1400000US25009251800","25009251800","1","1","Massachusetts","25","Essex County","009",,,,,,,"251800",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","2496769","8430","2518","Census Tract 2518","S","+42.6841650","-071.1676247","CT",,8098,3541,2671,218,8,391,2,64,187,4557,535,127,54,15,5,2743,1078
"G2500090252101","2020","MA","1400000US25009252101","25009252101","1","1","Massachusetts","25","Essex County","009",,,,,,,"252101",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00701","1799611","182932","2521.01","Census Tract 2521.01","S","+42.7032347","-071.1995921","CT",,4114,2713,2244,216,1,112,2,22,116,1401,202,42,14,0,1,696,446
"G2500090252102","2020","MA","1400000US25009252102","25009252102","1","1","Massachusetts","25","Essex County","009",,,,,,,"252102",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00701","10172693","699263","2521.02","Census Tract 2521.02","S","+42.7017632","-071.2344101","CT",,4418,4027,3603,80,4,201,0,30,109,391,58,15,3,3,2,182,128
"G2500090252201","2020","MA","1400000US25009252201","25009252201","1","1","Massachusetts","25","Essex County","009",,,,,,,"252201",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00701","4250235","102181","2522.01","Census Tract 2522.01","S","+42.7191764","-071.2167241","CT",,3522,2720,2403,109,2,101,0,22,83,802,124,26,3,6,1,370,272
"G2500090252202","2020","MA","1400000US25009252202","25009252202","1","1","Massachusetts","25","Essex County","009",,,,,,,"252202",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00701","6780463","224990","2522.02","Census Tract 2522.02","S","+42.7307959","-071.2318234","CT",,3280,2945,2631,58,3,109,0,26,118,335,70,15,1,0,0,157,92
"G2500090252300","2020","MA","1400000US25009252300","25009252300","1","1","Massachusetts","25","Essex County","009",,,,,,,"252300",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00701","4622345","256094","2523","Census Tract 2523","S","+42.7274790","-071.1946132","CT",,7496,4324,3507,335,5,226,0,68,183,3172,345,122,47,6,0,1934,718
"G2500090252400","2020","MA","1400000US25009252400","25009252400","1","1","Massachusetts","25","Essex County","009",,,,,,,"252400",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00701","879823","16735","2524","Census Tract 2524","S","+42.7224295","-071.1787065","CT",,4854,1292,832,217,3,92,0,54,94,3562,333,123,32,4,0,2264,806
"G2500090252501","2020","MA","1400000US25009252501","25009252501","1","1","Massachusetts","25","Essex County","009",,,,,,,"252501",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00701","1354418","0","2525.01","Census Tract 2525.01","S","+42.7248389","-071.1557412","CT",,4319,2410,1886,250,1,131,1,39,102,1909,201,46,25,1,1,1187,448
"G2500090252502","2020","MA","1400000US25009252502","25009252502","1","1","Massachusetts","25","Essex County","009",,,,,,,"252502",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00701","5031895","33643","2525.02","Census Tract 2525.02","S","+42.7354765","-071.1654351","CT",,5046,3888,3284,253,8,176,0,23,144,1158,169,37,9,2,0,674,267
"G2500090252601","2020","MA","1400000US25009252601","25009252601","1","1","Massachusetts","25","Essex County","009",,,,,,,"252601",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00701","5225803","395609","2526.01","Census Tract 2526.01","S","+42.7377776","-071.1317615","CT",,7400,5892,4903,323,4,443,0,46,173,1508,240,54,18,8,0,785,403
"G2500090252602","2020","MA","1400000US25009252602","25009252602","1","1","Massachusetts","25","Essex County","009",,,,,,,"252602",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00701","13482639","103114","2526.02","Census Tract 2526.02","S","+42.7614694","-071.1580017","CT",,5469,4697,3986,217,10,295,0,44,145,772,101,30,12,8,0,339,282
"G2500090252603","2020","MA","1400000US25009252603","25009252603","1","1","Massachusetts","25","Essex County","009",,,,,,,"252603",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00701","3929808","6547","2526.03","Census Tract 2526.03","S","+42.7526021","-071.1697545","CT",,3141,2601,2160,118,12,206,0,16,89,540,97,26,2,4,0,249,162
"G2500090253100","2020","MA","1400000US25009253100","25009253100","1","1","Massachusetts","25","Essex County","009",,,,,,,"253100",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00703","2776208","82336","2531","Census Tract 2531","S","+42.6980029","-071.1307172","CT",,6001,5278,4668,144,4,257,0,15,190,723,140,31,7,4,5,333,203
"G2500090253201","2020","MA","1400000US25009253201","25009253201","1","1","Massachusetts","25","Essex County","009",,,,,,,"253201",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00703","6044011","331627","2532.01","Census Tract 2532.01","S","+42.7177732","-071.1245474","CT",,3154,2861,2492,55,4,183,3,20,104,293,73,3,0,0,0,116,101
"G2500090253202","2020","MA","1400000US25009253202","25009253202","1","1","Massachusetts","25","Essex County","009",,,,,,,"253202",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00703","4109387","13997","2532.02","Census Tract 2532.02","S","+42.6824583","-071.1275749","CT",,6861,6054,4842,340,6,489,1,74,302,807,168,8,14,0,0,374,243
"G2500090253203","2020","MA","1400000US25009253203","25009253203","1","1","Massachusetts","25","Essex County","009",,,,,,,"253203",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00703","14107007","2516807","2532.03","Census Tract 2532.03","S","+42.7088778","-071.0917023","CT",,4166,4076,3704,27,1,216,0,10,118,90,26,1,0,4,0,18,41
"G2500090253204","2020","MA","1400000US25009253204","25009253204","1","1","Massachusetts","25","Essex County","009",,,,,,,"253204",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00703","23603153","588352","2532.04","Census Tract 2532.04","S","+42.6430240","-071.0821579","CT",,6379,6045,4794,135,7,888,0,27,194,334,62,1,3,5,1,98,164
"G2500090253205","2020","MA","1400000US25009253205","25009253205","1","1","Massachusetts","25","Essex County","009",,,,,,,"253205",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00703","17433983","175900","2532.05","Census Tract 2532.05","S","+42.6641416","-071.0526824","CT",,4354,4171,3819,45,0,162,1,24,120,183,35,3,2,4,0,26,113
"G2500090254100","2020","MA","1400000US25009254100","25009254100","1","1","Massachusetts","25","Essex County","009",,,,,,,"254100",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","6809851","87785","2541","Census Tract 2541","S","+42.6703478","-071.1521911","CT",,6602,6240,4991,167,2,832,0,34,214,362,66,14,6,0,0,109,167
"G2500090254200","2020","MA","1400000US25009254200","25009254200","1","1","Massachusetts","25","Essex County","009",,,,,,,"254200",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","3164186","26654","2542","Census Tract 2542","S","+42.6576917","-071.1345104","CT",,5475,5047,4406,101,0,314,1,26,199,428,93,5,0,5,0,183,142
"G2500090254301","2020","MA","1400000US25009254301","25009254301","1","1","Massachusetts","25","Essex County","009",,,,,,,"254301",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","11955137","412277","2543.01","Census Tract 2543.01","S","+42.6279810","-071.1464585","CT",,4274,4083,3219,82,1,622,0,18,141,191,29,13,1,0,2,54,92
"G2500090254302","2020","MA","1400000US25009254302","25009254302","1","1","Massachusetts","25","Essex County","009",,,,,,,"254302",,,,,,,,,,,"14460","1","148","15764",,,,,,,,,,,,,,,,,,"00702","17405964","885686","2543.02","Census Tract 2543.02","S","+42.6181040","-071.1070918","CT",,4661,4500,3578,47,0,663,0,24,188,161,27,0,0,0,0,46,88
